region,rank,knowledge_index,similarity,text
427,3,6364,0.313256,"Lymph nodes in the axillary fatty tissue show signs of lipomatosis, suggesting the presence of metastases."
428,1,6352,0.324820,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
428,2,6702,0.307217,"- Invasive lobular carcinoma, Nottingham grade 2, in the left breast."
428,3,7292,0.306113,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
429,1,6352,0.320478,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
429,2,2280,0.303310,"- Intraductal apocrine ductal carcinoma with lobular cancerization and rare foci of invasion (largest focus 3mm), associated with a large area of recent hemorrhage (5 cm)."
429,3,6206,0.299533,The largest metastatic focus measures 1 cm with extracapsular extension.
430,1,6352,0.322515,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
430,2,2280,0.301188,"- Intraductal apocrine ductal carcinoma with lobular cancerization and rare foci of invasion (largest focus 3mm), associated with a large area of recent hemorrhage (5 cm)."
430,3,7876,0.298752,The lymph node metastases show extensive extracapsular extension and architectural replacement.
431,1,4909,0.303409,The remaining breast tissue shows lipomatous atrophy.
431,2,2040,0.296960,"Additional specimens submitted include fragments of adipose tissue, skin, and skin tag."
431,3,6566,0.295941,Minimal axillary tissue is present and no lymph nodes are identified.
432,1,2455,0.320812,This portion of adipose tissue contains 20 lymph nodes ranging in size from 0.2 to 3.5 cm.
432,2,2040,0.306123,"Additional specimens submitted include fragments of adipose tissue, skin, and skin tag."
432,3,4531,0.301550,"The right posterior margin mainly consisted of adipose tissue with calcification of the vessel wall, and no tumor was identified."
433,1,6352,0.327985,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
433,2,5108,0.311823,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
433,3,1449,0.308602,Twenty-six lymph nodes are negative for metastatic carcinoma.
434,1,6352,0.307678,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
434,2,637,0.303865,"The report also provides information on various factors such as tumor type, Nottingham Grade, angiolymphatic invasion, surgical margins involvement, lymph node metastasis, and TNM stage."
434,3,7876,0.301279,The lymph node metastases show extensive extracapsular extension and architectural replacement.
435,1,6352,0.316992,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
435,2,2280,0.300506,"- Intraductal apocrine ductal carcinoma with lobular cancerization and rare foci of invasion (largest focus 3mm), associated with a large area of recent hemorrhage (5 cm)."
435,3,6206,0.300354,The largest metastatic focus measures 1 cm with extracapsular extension.
436,1,6352,0.318043,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
436,2,1247,0.306066,"The report states that the diagnosis before the operation was a left breast mass, and the post-operation diagnosis remains the same."
436,3,1449,0.301771,Twenty-six lymph nodes are negative for metastatic carcinoma.
437,1,2455,0.313053,This portion of adipose tissue contains 20 lymph nodes ranging in size from 0.2 to 3.5 cm.
437,2,2040,0.310174,"Additional specimens submitted include fragments of adipose tissue, skin, and skin tag."
437,3,1954,0.298515,- Multifocal fat necrosis.
438,1,2455,0.315445,This portion of adipose tissue contains 20 lymph nodes ranging in size from 0.2 to 3.5 cm.
438,2,6352,0.312672,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
438,3,5108,0.312606,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
439,1,6352,0.309287,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
439,2,7292,0.307662,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
439,3,7876,0.305249,The lymph node metastases show extensive extracapsular extension and architectural replacement.
440,1,6352,0.310186,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
440,2,7292,0.299975,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
440,3,7876,0.296837,The lymph node metastases show extensive extracapsular extension and architectural replacement.
441,1,6352,0.312788,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
441,2,7876,0.305719,The lymph node metastases show extensive extracapsular extension and architectural replacement.
441,3,637,0.301577,"The report also provides information on various factors such as tumor type, Nottingham Grade, angiolymphatic invasion, surgical margins involvement, lymph node metastasis, and TNM stage."
442,1,2455,0.305692,This portion of adipose tissue contains 20 lymph nodes ranging in size from 0.2 to 3.5 cm.
442,2,2040,0.303918,"Additional specimens submitted include fragments of adipose tissue, skin, and skin tag."
442,3,1954,0.297605,- Multifocal fat necrosis.
443,1,5108,0.317492,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
443,2,4231,0.316708,"The regional lymph nodes could not be assessed, and there were no distant metastases."
443,3,1449,0.315730,Twenty-six lymph nodes are negative for metastatic carcinoma.
444,1,6352,0.313302,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
444,2,7292,0.308317,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
444,3,5108,0.307485,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
445,1,6352,0.313939,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
445,2,7292,0.300652,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
445,3,637,0.300266,"The report also provides information on various factors such as tumor type, Nottingham Grade, angiolymphatic invasion, surgical margins involvement, lymph node metastasis, and TNM stage."
446,1,6352,0.317054,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
446,2,7876,0.301753,The lymph node metastases show extensive extracapsular extension and architectural replacement.
446,3,7292,0.301209,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
447,1,2040,0.304133,"Additional specimens submitted include fragments of adipose tissue, skin, and skin tag."
447,2,2455,0.300665,This portion of adipose tissue contains 20 lymph nodes ranging in size from 0.2 to 3.5 cm.
447,3,7654,0.297591,- Residual tumor dimension: 6 cm in the right breast and 5 cm in the left breast.
448,1,5108,0.312296,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
448,2,1449,0.310107,Twenty-six lymph nodes are negative for metastatic carcinoma.
448,3,4231,0.305015,"The regional lymph nodes could not be assessed, and there were no distant metastases."
449,1,6352,0.317706,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
449,2,5108,0.314438,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
449,3,1449,0.312487,Twenty-six lymph nodes are negative for metastatic carcinoma.
450,1,6352,0.326358,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
450,2,7292,0.307188,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
450,3,6206,0.301497,The largest metastatic focus measures 1 cm with extracapsular extension.
451,1,6352,0.321427,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
451,2,7292,0.301645,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
451,3,6206,0.300825,The largest metastatic focus measures 1 cm with extracapsular extension.
452,1,1247,0.299349,"The report states that the diagnosis before the operation was a left breast mass, and the post-operation diagnosis remains the same."
452,2,6566,0.298433,Minimal axillary tissue is present and no lymph nodes are identified.
452,3,5108,0.297941,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
453,1,5108,0.308578,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
453,2,1449,0.302969,Twenty-six lymph nodes are negative for metastatic carcinoma.
453,3,6352,0.298870,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
454,1,5108,0.319479,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
454,2,7292,0.316971,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
454,3,6352,0.312111,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
455,1,6352,0.321564,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
455,2,7292,0.302239,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
455,3,7876,0.297680,The lymph node metastases show extensive extracapsular extension and architectural replacement.
456,1,6352,0.320614,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
456,2,7292,0.299039,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
456,3,6206,0.296651,The largest metastatic focus measures 1 cm with extracapsular extension.
457,1,6352,0.310633,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
457,2,5108,0.303509,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
457,3,1247,0.302897,"The report states that the diagnosis before the operation was a left breast mass, and the post-operation diagnosis remains the same."
458,1,5108,0.308386,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
458,2,1449,0.301659,Twenty-six lymph nodes are negative for metastatic carcinoma.
458,3,7458,0.298831,3) Lymph node sampling revealed negative for metastasis.
459,1,1794,0.304862,- The DCIS is located outside the main mass and is diffuse.
459,2,5108,0.304352,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
459,3,7876,0.302462,The lymph node metastases show extensive extracapsular extension and architectural replacement.
460,1,6352,0.317624,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
460,2,7292,0.298844,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
460,3,7876,0.294403,The lymph node metastases show extensive extracapsular extension and architectural replacement.
461,1,6352,0.318917,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
461,2,6206,0.301833,The largest metastatic focus measures 1 cm with extracapsular extension.
461,3,7292,0.298455,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
462,1,5108,0.311804,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
462,2,1449,0.304867,Twenty-six lymph nodes are negative for metastatic carcinoma.
462,3,7292,0.302875,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
463,1,5108,0.317112,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
463,2,4231,0.306787,"The regional lymph nodes could not be assessed, and there were no distant metastases."
463,3,1449,0.306006,Twenty-six lymph nodes are negative for metastatic carcinoma.
464,1,6352,0.302464,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
464,2,7876,0.300447,The lymph node metastases show extensive extracapsular extension and architectural replacement.
464,3,7292,0.300264,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
465,1,6352,0.311537,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
465,2,7876,0.300926,The lymph node metastases show extensive extracapsular extension and architectural replacement.
465,3,7292,0.299113,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
466,1,6352,0.316380,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
466,2,7043,0.297984,"The tumor is classified as invasive lobular breast carcinoma, G II."
466,3,7681,0.297555,8. Invasive lobular carcinoma found in the lower outer quadrant of the right breast with a size of 1.5 cm in the largest dimension.
467,1,5108,0.314199,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
467,2,1449,0.307566,Twenty-six lymph nodes are negative for metastatic carcinoma.
467,3,4231,0.302894,"The regional lymph nodes could not be assessed, and there were no distant metastases."
468,1,5108,0.310798,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
468,2,7292,0.303158,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
468,3,637,0.299995,"The report also provides information on various factors such as tumor type, Nottingham Grade, angiolymphatic invasion, surgical margins involvement, lymph node metastasis, and TNM stage."
469,1,6352,0.305522,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
469,2,7876,0.301115,The lymph node metastases show extensive extracapsular extension and architectural replacement.
469,3,637,0.295875,"The report also provides information on various factors such as tumor type, Nottingham Grade, angiolymphatic invasion, surgical margins involvement, lymph node metastasis, and TNM stage."
470,1,6352,0.318385,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
470,2,7292,0.300765,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
470,3,7121,0.297528,- The final diagnosis is infiltrating lobular carcinoma with focal lobular carcinoma in situ and cancerization of terminal ducts.
471,1,6352,0.308856,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
471,2,5108,0.295548,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
471,3,1449,0.294159,Twenty-six lymph nodes are negative for metastatic carcinoma.
472,1,6352,0.307332,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
472,2,5108,0.307032,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
472,3,1449,0.298360,Twenty-six lymph nodes are negative for metastatic carcinoma.
473,1,6352,0.318893,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
473,2,7292,0.306160,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
473,3,5108,0.305680,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
474,1,6352,0.311253,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
474,2,7292,0.298826,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
474,3,637,0.297845,"The report also provides information on various factors such as tumor type, Nottingham Grade, angiolymphatic invasion, surgical margins involvement, lymph node metastasis, and TNM stage."
475,1,6352,0.322914,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
475,2,7292,0.302768,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
475,3,7043,0.301427,"The tumor is classified as invasive lobular breast carcinoma, G II."
476,1,6352,0.287792,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
476,2,1054,0.285681,4. Skin of left breast: Fibrosis.
476,3,2362,0.283023,- Fibrosis.
477,1,6352,0.327252,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
477,2,5108,0.304749,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
477,3,7292,0.302879,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
478,1,6352,0.307598,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
478,2,7876,0.300890,The lymph node metastases show extensive extracapsular extension and architectural replacement.
478,3,7292,0.296987,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
479,1,6352,0.315433,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
479,2,7653,0.295747,- Distant metastasis: Present.
479,3,7292,0.293328,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
480,1,6352,0.308960,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
480,2,5108,0.293749,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
480,3,1449,0.290907,Twenty-six lymph nodes are negative for metastatic carcinoma.
481,1,6352,0.308177,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
481,2,5108,0.296279,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
481,3,1449,0.289283,Twenty-six lymph nodes are negative for metastatic carcinoma.
482,1,6352,0.317753,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
482,2,5108,0.312205,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
482,3,7292,0.310843,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
483,1,6352,0.304108,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
483,2,7653,0.295490,- Distant metastasis: Present.
483,3,7292,0.294058,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
484,1,6352,0.323070,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
484,2,6702,0.301425,"- Invasive lobular carcinoma, Nottingham grade 2, in the left breast."
484,3,7292,0.298156,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
485,1,6352,0.290446,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
485,2,5108,0.287191,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
485,3,1054,0.284473,4. Skin of left breast: Fibrosis.
486,1,5108,0.330053,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
486,2,1449,0.317066,Twenty-six lymph nodes are negative for metastatic carcinoma.
486,3,7292,0.316385,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
487,1,637,0.299643,"The report also provides information on various factors such as tumor type, Nottingham Grade, angiolymphatic invasion, surgical margins involvement, lymph node metastasis, and TNM stage."
487,2,7292,0.298752,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
487,3,7876,0.297726,The lymph node metastases show extensive extracapsular extension and architectural replacement.
488,1,6352,0.314873,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
488,2,7653,0.296820,- Distant metastasis: Present.
488,3,7292,0.292884,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
489,1,6352,0.294397,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
489,2,5108,0.286791,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
489,3,1449,0.284010,Twenty-six lymph nodes are negative for metastatic carcinoma.
490,1,5108,0.319989,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
490,2,1449,0.313473,Twenty-six lymph nodes are negative for metastatic carcinoma.
490,3,7292,0.307493,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
491,1,6352,0.310610,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
491,2,5108,0.306692,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
491,3,7876,0.305988,The lymph node metastases show extensive extracapsular extension and architectural replacement.
492,1,6352,0.307362,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
492,2,7653,0.296808,- Distant metastasis: Present.
492,3,7292,0.292858,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
493,1,6352,0.313190,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
493,2,5108,0.296214,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
493,3,6702,0.293591,"- Invasive lobular carcinoma, Nottingham grade 2, in the left breast."
494,1,5108,0.303718,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
494,2,6352,0.302691,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
494,3,1449,0.296877,Twenty-six lymph nodes are negative for metastatic carcinoma.
495,1,5108,0.319696,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
495,2,912,0.314701,"The primary tumor is classified as pT2 (tumor >20 mm but <50 mm in greatest dimension) and regional lymph nodes are classified as pN1a (metastases in 1 to 3 axillary lymph nodes, with at least 1 metastasis greater than 2.0 mm)."
495,3,7292,0.312936,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
496,1,6352,0.306826,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
496,2,7876,0.296977,The lymph node metastases show extensive extracapsular extension and architectural replacement.
496,3,7292,0.296415,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
497,1,6352,0.323652,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
497,2,6702,0.303013,"- Invasive lobular carcinoma, Nottingham grade 2, in the left breast."
497,3,7292,0.301993,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
498,1,6352,0.283702,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
498,2,5108,0.282623,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
498,3,3345,0.280394,"There were fourteen lymph nodes in the right axilla, all of which were negative for tumor."
499,1,5108,0.325928,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
499,2,7292,0.317635,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
499,3,7458,0.317324,3) Lymph node sampling revealed negative for metastasis.
500,1,7292,0.298397,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
500,2,7876,0.298359,The lymph node metastases show extensive extracapsular extension and architectural replacement.
500,3,5108,0.296794,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
501,1,6352,0.319643,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
501,2,7292,0.303115,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
501,3,1449,0.302806,Twenty-six lymph nodes are negative for metastatic carcinoma.
502,1,3749,0.280173,[name redacted].
502,2,1054,0.278877,4. Skin of left breast: Fibrosis.
502,3,137,0.276543,- Treatment: None.
503,1,5108,0.324358,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
503,2,7292,0.316267,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
503,3,1794,0.315072,- The DCIS is located outside the main mass and is diffuse.
504,1,5108,0.317327,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
504,2,7458,0.309137,3) Lymph node sampling revealed negative for metastasis.
504,3,912,0.308883,"The primary tumor is classified as pT2 (tumor >20 mm but <50 mm in greatest dimension) and regional lymph nodes are classified as pN1a (metastases in 1 to 3 axillary lymph nodes, with at least 1 metastasis greater than 2.0 mm)."
505,1,6352,0.313250,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
505,2,5108,0.307198,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
505,3,1449,0.306837,Twenty-six lymph nodes are negative for metastatic carcinoma.
506,1,2040,0.281629,"Additional specimens submitted include fragments of adipose tissue, skin, and skin tag."
506,2,1054,0.278256,4. Skin of left breast: Fibrosis.
506,3,3345,0.276818,"There were fourteen lymph nodes in the right axilla, all of which were negative for tumor."
507,1,5108,0.310112,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
507,2,7292,0.304360,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
507,3,1258,0.303438,"In the left breast, the carcinoma is poorly differentiated, with high-grade ductal carcinoma in situ (DCIS) and no lymphovascular invasion."
508,1,2455,0.314866,This portion of adipose tissue contains 20 lymph nodes ranging in size from 0.2 to 3.5 cm.
508,2,7239,0.307566,"4. Right axillary contents: The examination of the axillary fat revealed multiple lymph nodes, all of which were entirely submitted for evaluation."
508,3,5108,0.306115,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
509,1,6352,0.305702,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
509,2,1449,0.301372,Twenty-six lymph nodes are negative for metastatic carcinoma.
509,3,2040,0.299724,"Additional specimens submitted include fragments of adipose tissue, skin, and skin tag."
510,1,3749,0.284297,[name redacted].
510,2,245,0.283424,"- Specimen received fresh for frozen section diagnosis: Sentinel Node #2, Level x, Right Axilla."
510,3,1623,0.282276,- Hemorrhagic fat necrosis was observed at the previous biopsy site.
511,1,2040,0.310949,"Additional specimens submitted include fragments of adipose tissue, skin, and skin tag."
511,2,5108,0.307218,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
511,3,7239,0.303320,"4. Right axillary contents: The examination of the axillary fat revealed multiple lymph nodes, all of which were entirely submitted for evaluation."
512,1,2455,0.311652,This portion of adipose tissue contains 20 lymph nodes ranging in size from 0.2 to 3.5 cm.
512,2,2040,0.306982,"Additional specimens submitted include fragments of adipose tissue, skin, and skin tag."
512,3,6352,0.301061,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
513,1,3749,0.286120,[name redacted].
513,2,245,0.283611,"- Specimen received fresh for frozen section diagnosis: Sentinel Node #2, Level x, Right Axilla."
513,3,244,0.280341,"- Specimen received fresh for frozen section diagnosis: Sentinel Node #1, Level x, Right Axilla."
514,1,2040,0.307180,"Additional specimens submitted include fragments of adipose tissue, skin, and skin tag."
514,2,2455,0.305600,This portion of adipose tissue contains 20 lymph nodes ranging in size from 0.2 to 3.5 cm.
514,3,5108,0.296634,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
515,1,2455,0.307507,This portion of adipose tissue contains 20 lymph nodes ranging in size from 0.2 to 3.5 cm.
515,2,1954,0.305166,- Multifocal fat necrosis.
515,3,2040,0.304303,"Additional specimens submitted include fragments of adipose tissue, skin, and skin tag."
516,1,1954,0.305491,- Multifocal fat necrosis.
516,2,2040,0.304411,"Additional specimens submitted include fragments of adipose tissue, skin, and skin tag."
516,3,2455,0.302400,This portion of adipose tissue contains 20 lymph nodes ranging in size from 0.2 to 3.5 cm.
517,1,3632,0.310783,"The HER-2/NEU testing was negative, but it will be repeated due to possible differences in fixation."
517,2,2040,0.300669,"Additional specimens submitted include fragments of adipose tissue, skin, and skin tag."
517,3,4909,0.295446,The remaining breast tissue shows lipomatous atrophy.
